asvID,Kingdom,Phylum,Class,Order,Family,Genus,Species
asv3730,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
asv3732,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
asv3733,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,NA
asv3734,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
asv3735,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,NA
asv3736,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
asv3737,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,NA,NA
asv3738,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA
asv3739,Archaea,Halobacterota,Halobacteria,Halobacterales,Halococcaceae,Halococcus,NA
asv3740,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,NA
asv3741,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA,NA
asv3742,Bacteria,Patescibacteria,Parcubacteria,Candidatus Liptonbacteria,NA,NA,NA
asv3743,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
asv3744,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aurantivirga,NA
asv3745,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,AAP99,NA
asv3746,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
asv3747,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
asv3748,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,NA
asv3750,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,NA,NA,NA
asv3751,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,NA
asv3752,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
asv3753,Bacteria,Proteobacteria,Gammaproteobacteria,CCM19a,NA,NA,NA
asv3754,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
asv3755,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,NA,NA,NA
asv3756,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,NA
asv3758,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,NA,NA
asv3759,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,[Desulfobacterium] catecholicum group,NA
asv3760,Bacteria,NA,NA,NA,NA,NA,NA
asv3761,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
asv3762,Bacteria,Patescibacteria,Parcubacteria,Candidatus Wolfebacteria,NA,NA,NA
asv3764,Bacteria,Patescibacteria,ABY1,Candidatus Magasanikbacteria,NA,NA,NA
asv3765,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,NA
asv3766,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,NA
asv3767,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Leptothrix,NA
asv3768,Bacteria,Planctomycetota,Pla3 lineage,NA,NA,NA,NA
asv3769,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,NA,NA,NA
asv3770,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,marinum
asv3773,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
asv3774,Bacteria,Actinobacteriota,Actinobacteria,Nitriliruptorales,Nitriliruptoraceae,NA,NA
asv3775,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,Pseudarcobacter,NA
asv3776,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Gemmobacter,NA
asv3777,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,NA
asv3778,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
asv3779,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Runella,NA
asv3780,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
asv3781,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Pleionea,NA
asv3782,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
asv3783,Bacteria,Verrucomicrobiota,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,NA
asv3784,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,NA,NA
asv3785,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,NA,NA
asv3786,Bacteria,NA,NA,NA,NA,NA,NA
asv3787,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
asv3790,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
asv3791,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
asv3792,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,NA
asv3793,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
asv3794,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,NA
asv3795,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Oxalophagus,NA
asv3796,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus Megaira,NA
asv3797,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus Actinomarina,NA
asv3798,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,NA,NA,NA
asv3799,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,NA
asv3800,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA,NA
asv3801,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,NA
asv3802,Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,NA,NA,NA
asv3803,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,heparinus
asv3804,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,NA
asv3805,Bacteria,Patescibacteria,ABY1,Candidatus Magasanikbacteria,NA,NA,NA
asv3806,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,NA
asv3807,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,NA
asv3808,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,NA
asv3809,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
asv3810,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Silvanigrella,NA
asv3811,Bacteria,Patescibacteria,Parcubacteria,Candidatus Azambacteria,NA,NA,NA
asv3812,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
asv3813,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,NA
asv3814,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
asv3815,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter,NA
asv3816,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
asv3817,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,NA
asv3818,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,NA
asv3819,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA,NA
asv3820,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,NA
asv3821,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,NA
asv3822,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,NA,NA,NA
asv3823,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,Tepidiphilus,succinatimandens
asv3826,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,NA
asv3827,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,NA,NA
asv3828,Bacteria,Firmicutes,Bacilli,NA,NA,NA,NA
asv3829,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,boryungensis
asv3830,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maritimimonas,NA
asv3832,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
asv3833,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA,NA
asv3834,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,pectinoschiza
asv3835,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria Incertae Sedis,Unknown Family,NA,NA
asv3837,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4 marine group,NA,NA,NA
asv3841,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55,NA
asv3842,Bacteria,NA,NA,NA,NA,NA,NA
asv3843,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,NA
asv3844,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,NA,NA,NA
asv3846,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermacoccaceae,Dermacoccus,nishinomiyaensis
asv3848,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
asv3849,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
asv3850,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
asv3851,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,NA
asv3852,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cereibacter,NA
asv3853,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,Ga0074140,NA
asv3854,Archaea,Halobacterota,Halobacteria,Halobacterales,Halococcaceae,Halococcus,NA
asv3855,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86 clade,NA,NA,NA
asv3856,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4 lineage,NA
asv3857,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera,NA
asv3858,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Vitreoscilla,NA
asv3859,Archaea,Halobacterota,Halobacteria,Halobacterales,Haloferacaceae,Halorussus,NA
asv3860,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
asv3861,Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,KCM-B-112,NA
asv3862,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA,NA
asv3863,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,IMCC26134,NA
asv3864,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA,NA
asv3865,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
asv3866,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Pseudofulvibacter,NA
asv3867,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,NA
asv3869,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A clade,NA,NA,NA
asv3870,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,NA,NA
asv3871,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,NA,NA,NA
asv3872,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,NA
asv3873,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA,NA
asv3874,Bacteria,Patescibacteria,Microgenomatia,Candidatus Daviesbacteria,NA,NA,NA
asv3875,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,NA
asv3876,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,subflava
asv3878,Bacteria,Cyanobacteria,Vampirivibrionia,Caenarcaniphilales,NA,NA,NA
asv3879,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,NA
asv3880,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade III,NA,NA
asv3881,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ib,NA
asv3882,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,NA,NA,NA
asv3884,Bacteria,Gemmatimonadota,BD2-11 terrestrial group,NA,NA,NA,NA
asv3886,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
asv3887,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,NA
asv3888,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
asv3890,Bacteria,Margulisbacteria,NA,NA,NA,NA,NA
asv3891,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04 marine group,NA
asv3893,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA,NA
asv3895,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
asv3896,Bacteria,Proteobacteria,Gammaproteobacteria,OM182 clade,NA,NA,NA
asv3897,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,NA,NA
asv3902,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,bacteroides
asv3903,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,distasonis
asv3904,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,NA,NA,NA
asv3905,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Marinomonadaceae,Marinomonas,NA
asv3906,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,NA
asv3907,Bacteria,Myxococcota,bacteriap25,NA,NA,NA,NA
asv3908,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,NA,NA
asv3909,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,NA
asv3910,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,JTB255 marine benthic group,NA
asv3911,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,NA,NA
asv3912,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,NA,NA
asv3913,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,NA
asv3915,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Fluviimonas,NA
asv3916,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Alterococcus,NA
asv3917,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,NA,NA
asv3918,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Chungangia,NA
asv3919,Bacteria,Cyanobacteria,Sericytochromatia,NA,NA,NA,NA
asv3921,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NA,NA,NA
asv3922,Bacteria,Patescibacteria,Parcubacteria,Candidatus Liptonbacteria,NA,NA,NA
asv3923,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter,NA
asv3925,Bacteria,Patescibacteria,Gracilibacteria,Candidatus Peregrinibacteria,NA,NA,NA
asv3926,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,rigiliprofundi
asv3927,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
asv3928,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,NA
asv3929,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,NA,NA
asv3930,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
asv3931,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,NA
asv3932,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
asv3933,Bacteria,Actinobacteriota,Actinobacteria,PeM15,NA,NA,NA
asv3934,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,NA
asv3935,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
asv3936,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,NA
asv3937,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,NA
asv3938,Bacteria,Proteobacteria,Alphaproteobacteria,NRL2,NA,NA,NA
asv3939,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,NA
asv3940,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,NA,NA,NA
asv3941,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
asv3942,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,NA
asv3943,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,OLB17,NA
asv3944,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
asv3945,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,NA
asv3946,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,NA,NA
asv3947,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,NA
asv3949,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Gloeocapsa PCC-7428,NA
asv3950,Bacteria,Proteobacteria,Alphaproteobacteria,Parvibaculales,OCS116 clade,NA,NA
asv3951,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
asv3952,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
asv3953,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,MWH-UniP1 aquatic group,NA,NA
asv3954,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Algibacter,NA
asv3956,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,NA,NA
asv3957,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
asv3958,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,NA
asv3959,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
asv3965,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
asv3966,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,NA,NA
asv3970,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
asv3972,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Thalassobaculaceae,Thalassobaculum,NA
asv3973,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,NA
asv3974,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
asv3975,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,NA,NA
asv3977,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Cohnella,boryungensis
asv3978,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Piscinibacter,NA
asv3979,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,NA
asv3980,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter,NA
asv3981,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
asv3982,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Desmospora,activa
asv3983,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
asv3984,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
asv3986,Bacteria,Marinimicrobia (SAR406 clade),NA,NA,NA,NA,NA
asv3987,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Hoeflea,NA
asv3988,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
asv3989,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,NA
asv3990,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,NA,NA
asv3991,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,NA
asv3992,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
asv3993,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,NA,NA,NA
asv3994,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,zymae
asv3995,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,NA
asv3996,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,NA
asv3997,Bacteria,Patescibacteria,Parcubacteria,Candidatus Jorgensenbacteria,NA,NA,NA
asv3999,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,lytica
asv4000,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,NA,NA
asv4001,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paenirhodobacter,NA
asv4002,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,NA
asv4003,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,NA
asv4004,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
asv4005,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Silvanigrella,NA
asv4007,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,NA
asv4008,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,NA,NA
asv4009,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,NA
asv4010,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,NA,NA,NA
asv4011,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA,NA
asv4012,Archaea,Halobacterota,Halobacteria,Halobacterales,Halococcaceae,Halococcus,NA
asv4013,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
asv4015,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Palleronia-Pseudomaribius,NA
asv4017,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,NA
asv4018,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Geodermatophilus,NA
asv4019,Bacteria,NA,NA,NA,NA,NA,NA
asv4020,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,NA,NA
asv4021,Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,Granulosicoccaceae,Granulosicoccus,NA
asv4023,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospira,NA
asv4025,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
asv4026,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Candidatus Bacilloplasma,NA
asv4029,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter,NA
asv4030,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter,NA
asv4032,Bacteria,Margulisbacteria,NA,NA,NA,NA,NA
asv4033,Bacteria,Patescibacteria,Berkelbacteria,NA,NA,NA,NA
asv4034,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,NA
asv4035,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
asv4036,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
asv4037,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
asv4038,Bacteria,Margulisbacteria,NA,NA,NA,NA,NA
asv4039,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,mendocina
asv4041,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
asv4042,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,NA
asv4043,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,NA
asv4045,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus,NA
